cdf_offer_id,cdf_merchant_id,offer_name,merchant_description,category,curated_image,Tags,city,differentiating_tags,common_tags,differentiating_tags_str,common_tags_str
25573,LL26,Brasserie Cafe - Royal Rose Hotel Abu Dhabi,"Set in an open space on the upper level overlooking the opulent lobby, this lounge of Royal Rose Hotel is ideal for an informal business meeting or simply to catch up with friends in a relaxed setting.The menu is varied, ranging from freshly brewed coffee, an assortment of teas and refreshing mocktails to savory snacks and specialty gateaux, The Brasserie, offers an array of fine snacks 24 hours a day!",dining,https://dpimages.crayondata.com/high-res-image/adib-22ndjun-mi/LL26_Brasserie_Cafe_Royal_Rose_Hotel_Abu_Dhabi_New_Image.webp.webp,cafe|tv|accepts-cards|large-group-friendly|couple-friendly|modern-design|breakfast|average-pricing|wifi|dine-in|casual-dining|international-cuisine,Abu Dhabi,"['tv', 'modern-design', 'international-cuisine', 'cafe', 'wifi', 'average-pricing', 'breakfast', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",tv|modern-design|international-cuisine|cafe|wifi|average-pricing|breakfast|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
25575,LL3,Al Madam Restaurant - Kingfisher Retreat by Sharjah Collection ,"Al Madam Restaurant provides you with an amazing dining adventure with their perfectly made dishes from the freshest ingredients for all customers to enjoy. In addition to their great options for drinks, they also offer friendly customer service.",dining,https://dpimages.crayondata.com/high-res-image/adib-22ndjun-mi/LL3_Al_Madam_Restaurant_Mysk_Al_Badayer_Retreat_New_Image.webp.webp,fine-dining|breakfast|international-cuisine|restaurant|accepts-cards|dine-in|large-group-friendly|couple-friendly|modern-design|luxury|outdoor-seating|buffet|arabian-cuisine,Sharjah,"['fine-dining', 'luxury', 'modern-design', 'international-cuisine', 'buffet', 'arabian-cuisine', 'outdoor-seating', 'breakfast', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",fine-dining|luxury|modern-design|international-cuisine|buffet|arabian-cuisine|outdoor-seating|breakfast|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
25581,LL79,Karachi Grill,"The best fusion Grill in town, come & experience the authentic spices blended in traditional Hot Grill & Rich Curries, waiting to serve you soon!",dining,https://dpimages.crayondata.com/high-res-image/adib-22ndjun-mi/LL79_Karachi_Grill_New_Image.webp.webp,outdoor-seating|buffet|accepts-cards|wheelchair-access|large-group-friendly|cakes|take-away|modern-design|indian-cuisine|restaurant|pakistani-cuisine|average-pricing|delivery-services|booking-and-reservations|wifi|north-indian-cuisine|dine-in|private-dining|casual-dining|kid-friendly,Dubai,"['pakistani-cuisine', 'north-indian-cuisine', 'cakes', 'kid-friendly', 'indian-cuisine', 'private-dining', 'wheelchair-access', 'modern-design', 'buffet', 'outdoor-seating', 'booking-and-reservations', 'wifi']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",pakistani-cuisine|north-indian-cuisine|cakes|kid-friendly|indian-cuisine|private-dining|wheelchair-access|modern-design|buffet|outdoor-seating|booking-and-reservations|wifi,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
25583,LL113,Orchid Restaurant - Ramada Hotel & Suites By Wyndham Ajman,Orchid Restaurant - Ramada Hotel & Suites By Wyndham Ajman offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Orchid_Restaurant_Ramada_Hotel_&_Suites_by_Wyndham_Ajman_Merchant.webp,arabian-cuisine|premium|booking-and-reservations|dine-in|buffet|italian-cuisine|casual-dining|breakfast|restaurant|other-design|couple-friendly|accepts-cards|large-group-friendly|wifi|indian-cuisine|middle-eastern-cuisine,Ajman,"['indian-cuisine', 'other-design', 'italian-cuisine', 'premium', 'buffet', 'middle-eastern-cuisine', 'arabian-cuisine', 'booking-and-reservations', 'wifi', 'breakfast', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",indian-cuisine|other-design|italian-cuisine|premium|buffet|middle-eastern-cuisine|arabian-cuisine|booking-and-reservations|wifi|breakfast|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
25584,LL118,R Cafe - Ramada Hotel & Suites By Wyndham Ajman,"R Cafe offers a wide selection of hot and cold coffees, juices, shakes and mouth-watering desserts, served in a relaxed and sociable atmosphere.",dining,https://dpimages.crayondata.com/high-res-image/adib-22ndjun-mi/LL118_R_Cafe_Ramada_Hotel_&_Suites_By_Wyndham_Ajman_New_Image.webp.webp,american-cuisine|outdoor-seating|cafe|accepts-cards|italian-cuisine|continental-cuisine|couple-friendly|breakfast|average-pricing|basic-design|fast-casual-dining|dine-in|arabian-cuisine,Ajman,"['continental-cuisine', 'american-cuisine', 'fast-casual-dining', 'italian-cuisine', 'arabian-cuisine', 'outdoor-seating', 'cafe', 'basic-design', 'average-pricing', 'breakfast']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",continental-cuisine|american-cuisine|fast-casual-dining|italian-cuisine|arabian-cuisine|outdoor-seating|cafe|basic-design|average-pricing|breakfast,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
25585,LL81,King's Grill Restaurant - Ramada By Wyndham Beach Hotel Ajman,King's Grill Restaurant - Ramada By Wyndham Beach Hotel Ajman offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Kings_Grill_Restaurant_Ramada_by_Wyndham_Beach_Hotel_Ajman_Merchant.webp,premium|booking-and-reservations|dine-in|international-cuisine|buffet|casual-dining|breakfast|restaurant|other-design|couple-friendly|accepts-cards|large-group-friendly|wifi|take-away,Ajman,"['other-design', 'premium', 'international-cuisine', 'buffet', 'booking-and-reservations', 'wifi', 'breakfast', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",other-design|premium|international-cuisine|buffet|booking-and-reservations|wifi|breakfast|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
25587,LL64,Gourmet Garden Restaurant - Wyndham Garden Ajman Corniche,Gourmet Garden Restaurant - Wyndham Garden Ajman Corniche offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Gourmet_Garden_Restaurant_Wyndham_Garden_Ajman_Corniche_Merchant.webp,restaurant|couple-friendly|accepts-cards|premium|valet-parking|european-cuisine|modern-design|large-group-friendly|fine-dining|indian-cuisine|mediterranean-cuisine,Ajman,"['european-cuisine', 'mediterranean-cuisine', 'fine-dining', 'indian-cuisine', 'premium', 'modern-design', 'valet-parking', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",european-cuisine|mediterranean-cuisine|fine-dining|indian-cuisine|premium|modern-design|valet-parking|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
25588,LL121,Seascape - Wyndham Garden Ajman Corniche,Known for authentic seafood,dining,https://dpimages.crayondata.com/high-res-image/adib-22ndjun-mi/LL121_Seascape_Wyndham_Garden_Ajman_Corniche_New_Image.webp.webp,restaurant|booking-and-reservations|valet-parking|general|basic-design|premium|accepts-cards|dine-in|seafood|casual-dining|kid-friendly,Ajman,"['seafood', 'kid-friendly', 'premium', 'valet-parking', 'basic-design', 'booking-and-reservations', 'general']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",seafood|kid-friendly|premium|valet-parking|basic-design|booking-and-reservations|general,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
25589,LL95,Masalawok Restaurant,Welcome to the best Desi Chinese Restaurant in Dubai!,dining,https://dpimages.crayondata.com/high-res-image/adib-22ndjun-mi/LL95_Masalawok_Restaurant_New_Image.webp.webp,noodles|accepts-cards|large-group-friendly|take-away|indian-cuisine|restaurant|soups|average-pricing|online-order|delivery-services|other-design|dine-in|casual-dining,Dubai,"['noodles', 'soups', 'indian-cuisine', 'other-design', 'online-order', 'average-pricing', 'delivery-services', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",noodles|soups|indian-cuisine|other-design|online-order|average-pricing|delivery-services|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
25603,LL10,Arjwan Restaurant - Sheraton Sharjah Beach Resort & Spa,"Arjwan Restaurant celebrates traditional local flavors through rich and decadent dishes that embody Emirati heritage. Arjwan offers specialized local dishes in combination with Indian and Lebanese cuisine to provide the perfect fusion between the Middle East and Asia. From spiced slow braised camel to tandooris and biriyanis, this beautiful a la carte restaurant is a feast for all the senses with its authentic interior design featuring heavy woods, delicate arabesque decoration and private terrace with water fountains.",dining,https://dpimages.crayondata.com/high-res-image/adib-22ndjun-mi/LL10_Arjwan_Restaurant_Sheraton_Sharjah_Beach_Resort_&_Spa_New_Image.webp.webp,outdoor-seating|valet-parking|live-entertainment|accepts-cards|wheelchair-access|large-group-friendly|couple-friendly|restaurant|middle-eastern-cuisine|booking-and-reservations|wifi|premium|dine-in|private-dining|kid-friendly|arabian-cuisine|friendly-staff|lebanese-cuisine|indian-cuisine|ethnic-design|luxury-dining,Sharjah,"['live-entertainment', 'luxury-dining', 'lebanese-cuisine', 'friendly-staff', 'ethnic-design', 'kid-friendly', 'indian-cuisine', 'private-dining', 'premium', 'wheelchair-access', 'middle-eastern-cuisine', 'valet-parking']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",live-entertainment|luxury-dining|lebanese-cuisine|friendly-staff|ethnic-design|kid-friendly|indian-cuisine|private-dining|premium|wheelchair-access|middle-eastern-cuisine|valet-parking,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
25604,LL91,Marasea Restaurant - Sheraton Sharjah Beach Resort & Spa,"Marasea Restaurant is an eclectic fusion of Mediterranean, Middle Eastern and Asian cuisine. At Marasea, fusion cuisine is redefined through each culinary delight our talented chefs plate. Guests are guided through the ordering process of choosing their own fish, cooking styles, side dishes, and sauces, and seeing their entrees prepared tableside. We invite you to take your taste buds on a culinary journey and explore fresh seafood dishes that are bursting with zest and flavor.",dining,https://dpimages.crayondata.com/high-res-image/adib-22ndjun-mi/LL91_Marasea_Restaurant_Sheraton_Sharjah_Beach_Resort_&_Spa_New_Image.webp.webp,outdoor-seating|restaurant|middle-eastern-cuisine|premium|accepts-cards|dine-in|large-group-friendly|asian-cuisine|casual-dining|destination-spa|seafood|lunch-and-dinner|valetpatrking|take-away|whelchair-access|vegetarian_friendly,Sharjah,"['destination-spa', 'valetpatrking', 'whelchair-access', 'vegetarian_friendly', 'seafood', 'asian-cuisine', 'premium', 'lunch-and-dinner', 'middle-eastern-cuisine', 'outdoor-seating', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",destination-spa|valetpatrking|whelchair-access|vegetarian_friendly|seafood|asian-cuisine|premium|lunch-and-dinner|middle-eastern-cuisine|outdoor-seating|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
25605,LL87,Link Sheraton Cafe - Sheraton Sharjah Beach Resort & Spa,"Signature to every Sheraton across the globe, the Link @ Sheraton cafe offers the best Julius Meinl coffee alongside delicious artisanal desserts prepared by our talented pastry chefs. Link offers the guest the choice between grab-and-go salads, wraps and sandwiches or beautifully plated cakes and desserts with seating that overlooks views of the infinity pool & beach. For any celebratory cake requirements, including wedding cakes, the Link@Sheraton Cafe offers the guest a wide selection of cakes to choose from.",dining,https://dpimages.crayondata.com/high-res-image/adib-22ndjun-mi/LL87_Linksheraton_Cafe_Sheraton_Sharjah_Beach_Resort_&_Spa_New_Image.webp.webp,cafe|affordable|valet-parking|vegan|accepts-cards|wheelchair-access|large-group-friendly|couple-friendly|modern-design|breakfast|gluten-free|delivery-services|general|wifi|dine-in|casual-dining|take-away,Sharjah,"['vegan', 'gluten-free', 'affordable', 'wheelchair-access', 'modern-design', 'valet-parking', 'cafe', 'wifi', 'general', 'breakfast', 'delivery-services', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",vegan|gluten-free|affordable|wheelchair-access|modern-design|valet-parking|cafe|wifi|general|breakfast|delivery-services|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
25606,LL65,Gusti Restaurant - Sheraton Sharjah Beach Resort & Spa,"Gusti restaurant is a casual all-day dining restaurant offering an array of International dining options. From delicious international breakfasts to business lunches to intimate dinner dates on the terrace with an ocean view, Gusti offers every experience. With our specialized chefs manning the live stations, guests can have sizzling steaks, creamy pasta or freshly fried fish delivered from pan to plate in moments.",dining,https://dpimages.crayondata.com/high-res-image/adib-22ndjun-mi/LL65_Gusti_Restaurant_Sheraton_Sharjah_Beach_Resort_&_Spa_New_Image.webp.webp,outdoor-seating|buffet|valet-parking|accepts-cards|wheelchair-access|large-group-friendly|breakfast|booking-and-reservations|wifi|premium|dine-in|international-cuisine|fine-dining,Sharjah,"['fine-dining', 'premium', 'wheelchair-access', 'international-cuisine', 'buffet', 'valet-parking', 'outdoor-seating', 'booking-and-reservations', 'wifi', 'breakfast', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",fine-dining|premium|wheelchair-access|international-cuisine|buffet|valet-parking|outdoor-seating|booking-and-reservations|wifi|breakfast|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
41124,LL80,Kcal Extra,Kcal Extra is a food and lifestyle company providing personalized nutritious meal plans.,dining,https://dpimages.crayondata.com/high-res-image/adib-22ndjun-mi/LL80_Kcal_Extra_New_Image.webp.webp,health-and-beauty|online|international-cuisine|celebrity-chef|casual-dining|luxury|gluten-free,all,"['celebrity-chef', 'health-and-beauty', 'online', 'gluten-free', 'luxury', 'international-cuisine']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",celebrity-chef|health-and-beauty|online|gluten-free|luxury|international-cuisine,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
41125,LL60,Fuel-up By Kcal,Take your fitness to the next level with the rightfuel! Get personalized meal prep delivered right to your door byFuel-Up by Kcal,dining,https://dpimages.crayondata.com/high-res-image/adib-22ndjun-mi/LL60_Fuel-up_By_Kcal_New_Image.webp.webp,restaurant|general|other-design|couple-friendly|dine-in|affordable|online-order|take-away|chain-outlet|casual-dining|delivery-services,all,"['chain-outlet', 'other-design', 'affordable', 'online-order', 'general', 'delivery-services']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",chain-outlet|other-design|affordable|online-order|general|delivery-services,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
